BezNr;BSN;Schulname;StNr;BauwerkNr;MaßnahmeNr;Leistungsart;Standardleistung;Prio;Menge;Einheit;Mengenfaktor;Preisfaktor;Gesamtkosten;Finanzierung;Ignorieren;Bemerkung SenBJW;Unterpriorisierung durch FM Bau BA MarzHell für Maßnahmenumsetzung
10;10K08;Johann-Julius-Hecker-Schule;10K08-01;10K08-01-D;10K08-01-D-003;Fassade sanieren;Fassade (einfach);1;360,68;m²;1;1;54.102,00 €;;FALSCH;;B
10;10K08;Johann-Julius-Hecker-Schule;10K08-01;10K08-01-D;10K08-01-D-004;Dach sanieren;Flachdach;1;1013,86;m²;1;1;152.079,00 €;;FALSCH;;B
10;10K08;Johann-Julius-Hecker-Schule;10K08-01;10K08-01-HOF;10K08-01-HOF-010;Schulhofsanierung;Schulhof 90% verschlissen;1;11242;m²;1;1;1.686.300,00 €;;FALSCH;;A
10;10K09;Konrad-Wachsmann-Schule;10K09-01;10K09-01-B;10K09-01-B-008;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;1;1;Stk;1;1;1.800.000,00 €;;FALSCH;;A
10;10K09;Konrad-Wachsmann-Schule;10K09-01;10K09-01-HOF;10K09-01-HOF-009;Schulhofsanierung;Schulhof 90% verschlissen;1;5255;m²;1;1;788.250,00 €;;FALSCH;;B
10;10K09;Konrad-Wachsmann-Schule;10K09-02;10K09-02-C;10K09-02-C-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;196,41;m²;1;1;137.487,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K09;Konrad-Wachsmann-Schule;10K09-02;10K09-02-C;10K09-02-C-003;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K09;Konrad-Wachsmann-Schule;10K09-02;10K09-02-C;10K09-02-C-004;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;2;Stk;0,5;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K09;Konrad-Wachsmann-Schule;10K09-02;10K09-02-C;10K09-02-C-005;Raumsanierung;Oberschulraum;1;1121,91;m²;1;1;757.289,25 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K09;Konrad-Wachsmann-Schule;10K09-02;10K09-02-C;10K09-02-C-007;Sanitärsanierung;Sanitärbereich;1;58,5;m²;1;1;128.700,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-01;10K10-01-D;10K10-01-D-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;196,41;m²;1;1;137.487,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-01;10K10-01-D;10K10-01-D-003;Fassade sanieren;Fassade (einfach);1;1121,46;m²;1;1;168.219,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-01;10K10-01-D;10K10-01-D-005;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-01;10K10-01-D;10K10-01-D-009;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;1;Stk;1;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-01;10K10-01-D;10K10-01-D-011;Raumsanierung;Oberschulraum;1;1667,33;m²;1;1;1.125.447,75 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-01;10K10-01-D;10K10-01-D-013;Sanitärsanierung;Sanitärbereich;1;87,5;m²;1;1;192.500,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-01;10K10-01-HOF;10K10-01-HOF-016;Schulhofsanierung;Schulhof 90% verschlissen;1;20396;m²;1;1;3.059.400,00 €;;FALSCH;;C
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-01;10K10-01-SPORT;10K10-01-SPORT-015;Sportplatzsanierung;Sportplatz 90% verschlissen;1;5208;m²;1;1;885.360,00 €;;FALSCH;;C
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-03;10K10-03-B;10K10-03-B-002;Fassade sanieren;Fassade (einfach);1;1718,12;m²;1;1;257.718,00 €;;FALSCH;;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-03;10K10-03-B;10K10-03-B-004;Dach sanieren;Flachdach;1;1287,1;m²;1;1;193.065,00 €;;FALSCH;;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-03;10K10-03-B;10K10-03-B-006;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);1;123;Stk;0,16260162601626;1;200.000,00 €;;FALSCH;;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-03;10K10-03-B;10K10-03-B-007;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);1;3;Stk;1;1;75.000,00 €;;FALSCH;;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-03;10K10-03-B;10K10-03-B-008;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;1;2;Stk;0,5;1;200.000,00 €;;FALSCH;;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-03;10K10-03-B;10K10-03-B-010;Raumsanierung;Oberschulraum;1;4001,1;m²;0,5;1;1.350.371,25 €;;FALSCH;;A
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-03;10K10-03-B;10K10-03-B-012;Sanitärsanierung;Sanitärbereich;1;159,8;m²;1;1;351.560,00 €;;FALSCH;;A
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;601,5;m²;1;1;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-003;Fassade sanieren;Fassade (einfach);1;1617,7;m²;1;1;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-004;Dach sanieren;Flachdach;1;1067;m²;1;1;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-005;Barrierefreiheit schaffen;Aufzugsanlage einbauen;1;1;Stk;1;1,14285714285714;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-006;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;1;Stk;1;1;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-007;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);1;118;Stk;0,169491525423729;1;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-008;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);1;4;Stk;1;1;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-009;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;2;Stk;1;1;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-010;Raumsanierung;Oberschulraum;1;4124,11;m²;1;1;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-A;10K11-01-A-011;Sanitärsanierung;Sanitärbereich;1;98;m²;1;1;0,00 €;F;WAHR;Kosten entfernt, da I-Maßnahme;_
10;10S04;Schule am Pappelhof;10S04-01;10S04-01-A;10S04-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;880,02;m²;0,800004545351242;1;492.814,00 €;;FALSCH;;A
10;10S04;Schule am Pappelhof;10S04-01;10S04-01-A;10S04-01-A-003;Raumsanierung;Oberschulraum;1;9637,43;m²;0,0999996887136923;1;650.524,50 €;;FALSCH;;A
10;10Y01;Tagore-Gymnasium;10Y01-01;10Y01-01-C;10Y01-01-C-011;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;1;2;Stk;0,5;1;1.800.000,00 €;;FALSCH;;A
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-B;10Y02-01-B-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;32,91;m²;1;1;23.037,00 €;;FALSCH;;C
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-B;10Y02-01-B-004;Fassade sanieren;Fassade (einfach);1;345;m²;1;1;51.750,00 €;;FALSCH;;C
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-B;10Y02-01-B-005;Dach sanieren;Flachdach;1;92,16;m²;1;1;13.824,00 €;;FALSCH;;C
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-B;10Y02-01-B-007;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;1;Stk;1;1;50.000,00 €;;FALSCH;;C
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-B;10Y02-01-B-008;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);1;21;Stk;0,238095238095238;1;50.000,00 €;;FALSCH;;C
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-B;10Y02-01-B-009;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);1;1;Stk;1;1;25.000,00 €;;FALSCH;;C
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-B;10Y02-01-B-010;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;1;Stk;1;1;150.000,00 €;;FALSCH;;C
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-B;10Y02-01-B-012;Raumsanierung;Oberschulraum;1;276,51;m²;1;1;186.644,25 €;;FALSCH;;C
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-B;10Y02-01-B-014;Sanitärsanierung;Sanitärbereich;1;15,21;m²;1;1;33.462,00 €;;FALSCH;;C
10;10Y02;Otto-Nagel-Gymnasium;10Y02-02;10Y02-02-A;10Y02-02-A-001;Fenster ersetzen;Fenster (Kastenfenster);1;602,13;m²;1;1;0,00 €;F;WAHR;I-Maßnahme;B
10;10Y02;Otto-Nagel-Gymnasium;10Y02-02;10Y02-02-A;10Y02-02-A-003;Fassade sanieren;Fassade (einfach);1;2221,41;m²;1;1;0,00 €;F;WAHR;I-Maßnahme;B
10;10Y02;Otto-Nagel-Gymnasium;10Y02-02;10Y02-02-A;10Y02-02-A-006;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;2;Stk;0,5;1;0,00 €;F;WAHR;I-Maßnahme;B
10;10Y02;Otto-Nagel-Gymnasium;10Y02-02;10Y02-02-A;10Y02-02-A-011;Raumsanierung;Oberschulraum;1;5453,54;m²;0,75000091683567;1;0,00 €;F;WAHR;I-Maßnahme;B
10;10Y02;Otto-Nagel-Gymnasium;10Y02-03;10Y02-03-C;10Y02-03-C-015;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;1;1;Stk;1;1;2.100.000,00 €;;FALSCH;;A
10;10Y03;Wilhelm-von-Siemens-Gymnasium;10Y03-01;10Y03-01-A;10Y03-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;1337,86;m²;0,399997010150539;1;374.598,00 €;;FALSCH;;A
10;10Y03;Wilhelm-von-Siemens-Gymnasium;10Y03-01;10Y03-01-A;10Y03-01-A-002;Fassade sanieren;Fassade (einfach);1;1049,9;m²;0,5;1;78.742,50 €;;FALSCH;;A
10;10Y08;Sartre-Gymnasium;10Y08-02;10Y08-02-A;10Y08-02-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;1534,6;m²;0,5;1;537.110,00 €;;FALSCH;;A
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-C;10Y11-01-C-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;196,41;m²;1;1;137.487,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-C;10Y11-01-C-005;Fassade sanieren;Fassade (einfach);1;1121,71;m²;0,500004457480097;1;84.129,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-C;10Y11-01-C-007;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-C;10Y11-01-C-018;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;1;Stk;1;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-C;10Y11-01-C-022;Raumsanierung;Oberschulraum;1;1680,32;m²;1;1;1.134.216,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-C;10Y11-01-C-026;Sanitärsanierung;Sanitärbereich;1;87,75;m²;1;1;193.050,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-D;10Y11-01-D-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;196,41;m²;1;1;137.487,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-D;10Y11-01-D-006;Fassade sanieren;Fassade (einfach);1;1121,71;m²;0,500004457480097;1;84.129,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-D;10Y11-01-D-008;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-D;10Y11-01-D-019;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;1;Stk;1;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-D;10Y11-01-D-023;Raumsanierung;Oberschulraum;1;1680,32;m²;1;1;1.134.216,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10Y11;Melanchthon-Gymnasium;10Y11-01;10Y11-01-D;10Y11-01-D-027;Sanitärsanierung;Sanitärbereich;1;87,75;m²;1;1;193.050,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10G16;Grundschule am Fuchsberg;10G16-01;10G16-01-SPORT;10G16-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;1;2547;m²;1;1;432.990,00 €;;FALSCH;;D
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-SPORT;10G19-02-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;1;1888;m²;1;1,000105932;320.994,00 €;;FALSCH;;D
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-SPORT;10G31-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;1;3077;m²;1;1,058754708;553.824,00 €;;FALSCH;;C
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-SPORT;10K02-02-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;1;729;m²;1;1;123.930,00 €;;FALSCH;;D
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-SPORT;10K03-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;1;1167;m²;1;1;198.390,00 €;;FALSCH;;C
10;10K09;Konrad-Wachsmann-Schule;10K09-01;10K09-01-SPORT;10K09-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;1;321;m²;1;1;54.570,00 €;;FALSCH;;B
10;10G01;Paavo-Nurmi-Grundschule;10G01-01;10G01-01-B;10G01-01-B-017;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;2;1;Stk;1;1;1.800.000,00 €;;FALSCH;;
10;10G03;Selma-Lagerlöf-Grundschule;10G03-01;10G03-01-A;10G03-01-A-001;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);2;118;Stk;0,169491525423729;1;200.000,00 €;;FALSCH;;
10;10G03;Selma-Lagerlöf-Grundschule;10G03-01;10G03-01-A;10G03-01-A-002;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;2;2;Stk;1;1;400.000,00 €;;FALSCH;;
10;10G03;Selma-Lagerlöf-Grundschule;10G03-01;10G03-01-A;10G03-01-A-003;Raumsanierung;Grundschulraum;2;4156,36;m²;1;1;1.454.726,00 €;;FALSCH;;
10;10G03;Selma-Lagerlöf-Grundschule;10G03-01;10G03-01-A;10G03-01-A-004;Sanitärsanierung;Sanitärbereich;2;50;m²;1;1;110.000,00 €;;FALSCH;saniert aus SaniP 2015 i.H.v. 800 Tsd. €;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-A;10G04-01-A-001;Fassade sanieren;Fassade (einfach);2;2035;m²;1;1;305.250,00 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-A;10G04-01-A-002;Dach sanieren;Flachdach;2;1126,67;m²;1;1;169.000,50 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-A;10G04-01-A-003;Barrierefreiheit schaffen;Aufzugsanlage einbauen;2;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-A;10G04-01-A-004;Barrierefreiheit schaffen;Rampe errichten;2;1;Stk;1;1;20.000,00 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-A;10G04-01-A-005;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);2;198;Stk;0,101010101010101;1;200.000,00 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-A;10G04-01-A-006;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);2;7;Stk;1;1;175.000,00 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-A;10G04-01-A-007;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;2;3;Stk;1;1;600.000,00 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-A;10G04-01-A-008;Raumsanierung;Grundschulraum;2;4979,92;m²;1;1;1.742.972,00 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-A;10G04-01-A-009;Sanitärsanierung;Sanitärbereich;2;100;m²;1;1;220.000,00 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-HOF;10G04-01-HOF-011;Schulhofsanierung;Schulhof 75% verschlissen;2;6182;m²;1;1;927.300,00 €;;FALSCH;;
10;10G04;Falken-Grundschule;10G04-01;10G04-01-SPORT;10G04-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;2;213;m²;1;1;36.210,00 €;;FALSCH;;
10;10G05;Ebereschen-Grundschule;10G05-01;10G05-01-A;10G05-01-A-005;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);2;118;Stk;0,169491525423729;1;200.000,00 €;;FALSCH;;
10;10G05;Ebereschen-Grundschule;10G05-01;10G05-01-A;10G05-01-A-008;Sanitärsanierung;Sanitärbereich;2;24;m²;1;1;52.800,00 €;;FALSCH;;
10;10G07;Karl-Friedrich-Friesen-Grundschule;10G07-01;10G07-01-HOF;10G07-01-HOF-002;Schulhofsanierung;Schulhof 50% verschlissen;2;14129;m²;1;1;2.119.350,00 €;;FALSCH;;
10;10G07;Karl-Friedrich-Friesen-Grundschule;10G07-01;10G07-01-SPORT;10G07-01-SPORT-001;Sportplatzsanierung;Sportplatz 90% verschlissen;2;2970;m²;1;1;504.900,00 €;;FALSCH;;
10;10G08;Wilhelm-Busch-Grundschule;10G08-02;10G08-02-SPORT;10G08-02-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;2;844;m²;1;1;143.480,00 €;;FALSCH;;
10;10G09;Grundschule am Bürgerpark;10G09-01;10G09-01-B;10G09-01-B-012;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;2;1;Stk;1;1;2.100.000,00 €;;FALSCH;;
10;10G09;Grundschule am Bürgerpark;10G09-01;10G09-01-HOF;10G09-01-HOF-014;Schulhofsanierung;Schulhof 90% verschlissen;2;11339;m²;1;1;0,00 €;;WAHR;"./. MEB erfolgt; geändert, muss in die I-Planung mit aufgenommen werden";
10;10G09;Grundschule am Bürgerpark;10G09-01;10G09-01-SPORT;10G09-01-SPORT-013;Sportplatzsanierung;Sportplatz 90% verschlissen;2;1929;m²;1;1;327.930,00 €;;FALSCH;;
10;10G10;Peter-Pan-Grundschule;10G10-01;10G10-01-C;10G10-01-C-016;Sanitärsanierung;Sanitärbereich;2;58,5;m²;1;1;128.700,00 €;;FALSCH;"Wirtschaftlichkeitsuntersuchung erforderlich;";
10;10G10;Peter-Pan-Grundschule;10G10-01;10G10-01-HOF;10G10-01-HOF-018;Schulhofsanierung;Schulhof 50% verschlissen;2;7545;m²;1;1;1.131.750,00 €;;FALSCH;;
10;10G12;Grundschule an der Geißenweide;10G12-01;10G12-01-A;10G12-01-A-001;Barrierefreiheit schaffen;Aufzugsanlage einbauen;2;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10G12;Grundschule an der Geißenweide;10G12-01;10G12-01-A;10G12-01-A-002;Barrierefreiheit schaffen;Rampe errichten;2;1;Stk;1;1;20.000,00 €;;FALSCH;;
10;10G12;Grundschule an der Geißenweide;10G12-01;10G12-01-A;10G12-01-A-003;Barrierefreiheit schaffen;Eingangsbereiche umbauen;2;2;Stk;0,5;1;50.000,00 €;;FALSCH;;
10;10G12;Grundschule an der Geißenweide;10G12-01;10G12-01-A;10G12-01-A-004;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);2;128;Stk;0,15625;1;200.000,00 €;;FALSCH;;
10;10G12;Grundschule an der Geißenweide;10G12-01;10G12-01-A;10G12-01-A-005;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);2;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10G12;Grundschule an der Geißenweide;10G12-01;10G12-01-A;10G12-01-A-006;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;2;2;Stk;1;1;300.000,00 €;;FALSCH;;
10;10G12;Grundschule an der Geißenweide;10G12-01;10G12-01-A;10G12-01-A-007;Sanitärsanierung;Sanitärbereich;2;265,2;m²;0,5;1;291.720,00 €;;FALSCH;;
10;10G13;Johann-Strauss-Grundschule;10G13-01;10G13-01-HOF;10G13-01-HOF-003;Schulhofsanierung;Schulhof 90% verschlissen;2;4007;m²;1;1;601.050,00 €;;FALSCH;;
10;10G13;Johann-Strauss-Grundschule;10G13-01;10G13-01-SPORT;10G13-01-SPORT-001;Sportplatzsanierung;Sportplatz 50% verschlissen;2;239;m²;1;1;40.630,00 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-HOF;10G14-01-HOF-013;Schulhofsanierung;Schulhof 90% verschlissen;2;9967;m²;1;1;1.495.050,00 €;;FALSCH;;
10;10G17;Beatrix-Potter-Grundschule;10G17-01;10G17-01-A;10G17-01-A-005;Barrierefreiheit schaffen;Aufzugsanlage einbauen;2;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10G17;Beatrix-Potter-Grundschule;10G17-01;10G17-01-A;10G17-01-A-006;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);2;118;Stk;0,169491525423729;1;200.000,00 €;;FALSCH;;
10;10G17;Beatrix-Potter-Grundschule;10G17-01;10G17-01-A;10G17-01-A-007;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);2;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10G17;Beatrix-Potter-Grundschule;10G17-01;10G17-01-A;10G17-01-A-012;Sanitärsanierung;Sanitärbereich;2;80;m²;1;1;176.000,00 €;;FALSCH;;
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-HOF;10G18-01-HOF-012;Schulhofsanierung;Schulhof 90% verschlissen;2;10475;m²;1;1;1.571.250,00 €;;FALSCH;./. MEB erfolgt;
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-HOF;10G19-01-HOF-024;Schulhofsanierung;Schulhof 50% verschlissen;2;12348;m²;1;1,007612569;1.866.300,00 €;;FALSCH;;
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-HOF;10G25-01-HOF-015;Schulhofsanierung;Schulhof 75% verschlissen;2;6625;m²;1;1,004075472;997.800,00 €;;FALSCH;;
10;10G26;Friedrich-Schiller-Grundschule;10G26-01;10G26-01-A;10G26-01-A-001;Fenster ersetzen;Fenster (Kastenfenster);2;451,84;m²;1;1;406.656,00 €;;FALSCH;;
10;10G26;Friedrich-Schiller-Grundschule;10G26-01;10G26-01-A;10G26-01-A-002;Fassade sanieren;Fassade (einfach);2;1970,82;m²;1;1;295.623,00 €;;FALSCH;;
10;10G26;Friedrich-Schiller-Grundschule;10G26-01;10G26-01-A;10G26-01-A-003;Dach sanieren;Steildach;2;1664,02;m²;0,599998798091369;1;349.443,50 €;;FALSCH;;
10;10G26;Friedrich-Schiller-Grundschule;10G26-01;10G26-01-A;10G26-01-A-004;Raumsanierung;Grundschulraum;2;3915,93;m²;0,399999489265641;1;548.229,50 €;;FALSCH;;
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-A;10G29-01-A-005;Barrierefreiheit schaffen;Aufzugsanlage einbauen;2;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-A;10G29-01-A-006;Barrierefreiheit schaffen;Rampe errichten;2;1;Stk;1;1;20.000,00 €;;FALSCH;;
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-A;10G29-01-A-007;Barrierefreiheit schaffen;Eingangsbereiche umbauen;2;1;Stk;1;1;50.000,00 €;;FALSCH;;
